image_path,mask_path
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD173.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD173_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD177.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD177_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD030.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD030_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD384.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD384_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD437.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD437_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD382.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD382_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD035.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD035_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD197.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD197_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD203.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD203_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD339.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD339_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD369.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD369_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD155.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD155_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD033.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD033_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD134.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD134_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD133.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD133_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD132.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD132_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD027.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD027_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD137.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD137_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD207.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD207_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD038.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD038_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD085.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD085_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD435.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD435_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD149.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD149_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD175.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD175_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD006.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD006_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD219.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD219_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD010.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD010_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD375.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD375_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD208.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD208_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD049.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD049_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD004.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD004_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD394.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD394_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD196.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD196_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD305.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD305_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD397.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD397_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD406.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD406_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD418.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD418_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD090.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD090_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD242.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD242_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD306.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD306_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD021.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD021_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD200.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD200_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD328.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD328_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD044.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD044_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD017.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD017_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD404.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD404_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD280.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD280_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD421.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD421_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD409.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD409_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD356.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD356_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD036.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD036_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD150.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD150_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD107.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD107_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD018.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD018_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD417.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD417_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD125.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD125_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD065.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD065_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD348.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD348_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD153.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD153_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD078.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD078_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD118.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD118_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD374.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD374_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD170.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD170_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD140.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD140_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD379.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD379_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD057.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD057_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD142.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD142_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD378.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD378_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD050.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD050_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD433.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD433_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD041.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD041_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD360.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD360_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD386.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD386_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD101.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD101_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD347.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD347_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD047.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD047_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD040.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD040_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD403.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD403_lesion.bmp
/dev/shm/myramdisk/PH2_resized_224/imgs/IMD092.bmp,/dev/shm/myramdisk/PH2_resized_224/segs/IMD092_lesion.bmp
